Category,Company,Contact_webPage,Contact_email,Contact_phone,Model,YoM,MSN,TFHs_TFCs,Engines,F_B_E,OL_A_S,LU,AD
"Aircraft, (Jets and Turboprops)",Embraer,"Velocity Aviation, http://www.myairlease.com/available/velocity_aviation","Mr. M. Aaron, mailto:martyaaron@aol.com?Subject=Query%20for%20MSN%20145765%20listed%20in%20myairlease.com",+1 407 644 9344,ERJ-145LR,2003,145765,13373/OR,AE 3007A1,0/0/50,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Embraer,"Velocity Aviation, http://www.myairlease.com/available/velocity_aviation","Mr. M. Aaron, mailto:martyaaron@aol.com?Subject=Query%20for%20MSN%20145464%20listed%20in%20myairlease.com",+1 407 644 9344,ERJ-145LR,2002,145464,16745/OR,AE 3007A1,0/0/50,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Airwork Flight Operations, http://www.myairlease.com/available/airwork","Mr. K. Edwards, mailto:karl.edwards@airwork.co.nz?Subject=Query%20for%20MSN%2010680%20listed%20in%20myairlease.com",+64 9 256 7500,Fokker 27-500,1985,10680,33716/37126,Dart 532-7R,Freighter,S,1601,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Airwork Flight Operations, http://www.myairlease.com/available/airwork","Mr. K. Edwards, mailto:karl.edwards@airwork.co.nz?Subject=Query%20for%20MSN%2010596%20listed%20in%20myairlease.com",+64 9 256 7500,Fokker 27-500,1980,10596,30643/33198,Dart 532-7R,Freighter,S,1601,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"AviaNova, http://www.myairlease.com/available/avianova","Mr. N. Boric, mailto:nboric@avianova.net?Subject=Query%20for%20MSN%2011407%20listed%20in%20myairlease.com",+1 305 444 4800,Fokker 100,1991,11407,35524/25478,Tay 650-15,0/0/109,S,1604,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%2010631%20listed%20in%20myairlease.com",+44 1732 522493,Fokker 27-500,1982,10631,OR,Dart 536-7,OR,A/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"BAC Leasing, http://www.myairlease.com/available/bac_leasing","Mr. D. Robinson, mailto:david.robinson@bac-leasing.com?Subject=Query%20for%20MSN%2010642%20listed%20in%20myairlease.com",+44 1732 522493,Fokker 27-500,1982,10642,OR,Dart 536-7,OR,A/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Bek Air, http://www.myairlease.com/available/bek_air","Mr. C. Lindeboom, mailto:president@bekair.com?Subject=Query%20for%20MSN%2011527%20listed%20in%20myairlease.com",+31 625 020 235,Fokker 100,1995,11527,OR,Tay 650,0/8/100,A,1601,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Bek Air, http://www.myairlease.com/available/bek_air","Mr. C. Lindeboom, mailto:president@bekair.com?Subject=Query%20for%20MSN%2011517%20listed%20in%20myairlease.com",+31 625 020 235,Fokker 100,1995,11517,OR,Tay 650,0/8/100,A,1601,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Bek Air, http://www.myairlease.com/available/bek_air","Mr. C. Lindeboom, mailto:president@bekair.com?Subject=Query%20for%20MSN%2011500%20listed%20in%20myairlease.com",+31 625 020 235,Fokker 100,1995,11500,OR,Tay 650,0/8/100,A,1601,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Carpatair, http://www.myairlease.com/available/carpatair","Mr. D. Andron, mailto:darie.andron@carpatair.com?Subject=Query%20for%20MSN%2011395%20listed%20in%20myairlease.com",+40 256 300 983,Fokker 100,1992,11395,OR,Tay 650-15,0/0/100,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Carpatair, http://www.myairlease.com/available/carpatair","Mr. D. Andron, mailto:darie.andron@carpatair.com?Subject=Query%20for%20MSN%2011369%20listed%20in%20myairlease.com",+40 256 300 983,Fokker 100,1991,11369,OR,Tay 650-15,0/0/100,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Carpatair, http://www.myairlease.com/available/carpatair","Mr. D. Andron, mailto:darie.andron@carpatair.com?Subject=Query%20for%20MSN%2011340%20listed%20in%20myairlease.com",+40 256 300 983,Fokker 100,1991,11340,OR,Tay 650-15,0/0/100,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Denim Air, http://www.myairlease.com/available/denim_air","Mr. R. Janssen, mailto:rjanssen@denim.aero?Subject=Query%20for%20MSN%2011505%20listed%20in%20myairlease.com",+31 297 230 690,Fokker 100,1995,11505,OR,Tay 650,0/0/100,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2020300%20listed%20in%20myairlease.com",+1 310 652 0296,Fokker 50,1994,20300,OR,PW127B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%2020301%20listed%20in%20myairlease.com",+1 310 652 0296,Fokker 50,1994,20301,OR,PW127B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Mass Lease, http://www.myairlease.com/available/mass_lease","Mr. C. Lindeboom, mailto:carst.lindeboom@mass-lease.com?Subject=Query%20for%20MSN%2011505%20listed%20in%20myairlease.com",+31 625 020 235,Fokker 100,1995,11505,36188/38478,Tay 650,0/0/100,OL/S,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%2010471%20listed%20in%20myairlease.com",+1 336 682 5441,Fokker 27-500,1971,10471,52469/70932,Dart 532-7R,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%2020216%20listed%20in%20myairlease.com",+44 1753 832088,Fokker 50,1991,20216,38941/39639,PW125B,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%2020151%20listed%20in%20myairlease.com",+44 1753 832088,Fokker 50,1989,20151,OR,PW125B,0/0/50,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%2020120%20listed%20in%20myairlease.com",+44 1753 832088,Fokker 50,1988,20120,OR,PW125B,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Trade Air, http://www.myairlease.com/available/trade_air","Mrs. S. Ples, mailto:sales@trade-air.com?Subject=Query%20for%20MSN%2011416%20listed%20in%20myairlease.com",+385 1 6265156,Fokker 100,1992,11416,34183/24521,Tay 650-15,0/0/109,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Trade Air, http://www.myairlease.com/available/trade_air","Mrs. S. Ples, mailto:sales@trade-air.com?Subject=Query%20for%20MSN%2011407%20listed%20in%20myairlease.com",+385 1 6265156,Fokker 100,1992,11407,33668/23936,Tay 650-15,0/0/109,A,1602,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Volito Aviation, http://www.myairlease.com/available/volito_aviation","Mr. S. Kristinsson, mailto:siggi.kristinsson@volito.aero?Subject=Query%20for%20MSN%2011468%20listed%20in%20myairlease.com",+46 40 660 32 35,Fokker 100,1993,11468,OR,Tay 650,OR,OL/S,1603,1612
"Aircraft, (Jets and Turboprops)",Fokker,"Volito Aviation, http://www.myairlease.com/available/volito_aviation","Mr. S. Kristinsson, mailto:siggi.kristinsson@volito.aero?Subject=Query%20for%20MSN%2011404%20listed%20in%20myairlease.com",+46 40 660 32 35,Fokker 100,1992,11404,OR,Tay 650,OR,OL/S,1603,1610
"Aircraft, (Jets and Turboprops)",Fokker,"Volito Aviation, http://www.myairlease.com/available/volito_aviation","Mr. S. Kristinsson, mailto:siggi.kristinsson@volito.aero?Subject=Query%20for%20MSN%2011397%20listed%20in%20myairlease.com",+46 40 660 32 35,Fokker 100,1992,11397,OR,Tay 650,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Fokker,"Zela Aviation, http://www.myairlease.com/available/zela_aviation","Mr. T. Papadopoulos, mailto:tasos@zelaaviation.com?Subject=Query%20for%20MSN%2011493%20listed%20in%20myairlease.com",+357 88 35 44 93,Fokker 100,1995,11493,OR,Tay 650-15,0/0/100,A,1605,IMM
"Aircraft, (Jets and Turboprops)",Ilyushin,"Cronos Airlines, http://www.myairlease.com/available/cronos_airlines","Mr. A. Ronda, mailto:aroncor@cronosair.com?Subject=Query%20for%20MSN%201023412418%20listed%20in%20myairlease.com",+240 555 979 029,IL-76TD,1992,1023412418,OR,D30KP-2,Freighter,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Ilyushin,"Cronos Airlines, http://www.myairlease.com/available/cronos_airlines","Mr. A. Ronda, mailto:aroncor@cronosair.com?Subject=Query%20for%20MSN%201033401015%20listed%20in%20myairlease.com",+240 555 979 029,IL-76TD,1993,1033401015,OR,D30KP-2,Freighter,A,1604,IMM
"Aircraft, (Jets and Turboprops)",Let,"Condor Aviation, http://www.myairlease.com/available/condor_aviation","Mr. V. Harcovei, mailto:v.harcovei@condoraviation.ro?Subject=Query%20for%20MSN%20851431%20listed%20in%20myairlease.com",+40 727 891801,Let 410UVP,1985,851431,8694/6568,M601D,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Let,"Geleon Trade, http://www.myairlease.com/available/geleon_trade","Mr. P. Komardin, mailto:komardine@gmail.com?Subject=Query%20for%20MSN%20851430%20listed%20in%20myairlease.com",+7 916 223 0808,Let 410UVPE,1985,851430,9705/10142,M-601E,OR,A,1603,IMM
"Aircraft, (Jets and Turboprops)",Let,"Geleon Trade, http://www.myairlease.com/available/geleon_trade","Mr. P. Komardin, mailto:komardine@gmail.com?Subject=Query%20for%20MSN%20892229%20listed%20in%20myairlease.com",+7 916 223 0808,Let 410UVPE,1989,892229,9580/9601,M-601E,OR,A,1603,IMM
"Aircraft, (Jets and Turboprops)",Let,"Geleon Trade, http://www.myairlease.com/available/geleon_trade","Mr. P. Komardin, mailto:komardine@gmail.com?Subject=Query%20for%20MSN%20892214%20listed%20in%20myairlease.com",+7 916 223 0808,Let 410UVPE,1989,892214,6977/7585,M-601E,OR,A,1603,IMM
"Aircraft, (Jets and Turboprops)",Let,"Geleon Trade, http://www.myairlease.com/available/geleon_trade","Mr. P. Komardin, mailto:komardine@gmail.com?Subject=Query%20for%20MSN%20892322%20listed%20in%20myairlease.com",+7 916 223 0808,Let 410UVPE,1989,892322,8543/9390,M-601E,OR,A,1603,IMM
"Aircraft, (Jets and Turboprops)",Let,"Solenta Aviation, http://www.myairlease.com/available/solenta_aviation","Mr. M. Adams, mailto:michael.adams@solenta.com?Subject=Query%20for%20MSN%203003%20listed%20in%20myairlease.com",+27 11 707 4000,Let 410,2014,3003,225/411,H80,0/0/19,OL/A,1604,IMM
"Aircraft, (Jets and Turboprops)",Lockheed,"Safair Operations, http://www.myairlease.com/available/safair_operations","Mr. C. Schoonderwoerd, mailto:corneliss@safair.co.za?Subject=Query%20for%20MSN%204562%20listed%20in%20myairlease.com",+27 11 928 0066,L100-30,1976,4562,OR,501-D22,Freighter,A,1605,1701
"Aircraft, (Jets and Turboprops)",SAAB,"Danish Air Transport, http://www.myairlease.com/available/dat","Mr. A. Pocevicius, mailto:albertas@dat.dk?Subject=Query%20for%20MSN%20086%20listed%20in%20myairlease.com",+37 068 640 453,SAAB 340A,1987,086,35867/36078,CT7-5A2,OR,S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Danish Air Transport, http://www.myairlease.com/available/dat","Mr. A. Pocevicius, mailto:albertas@dat.dk?Subject=Query%20for%20MSN%20074%20listed%20in%20myairlease.com",+37 068 640 453,SAAB 340A,1986,074,39288/45658,CT7-5A2,OR,S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20340%20listed%20in%20myairlease.com",+1 310 652 0296,SAAB 340B,1993,340,OR,CT7-9B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20329%20listed%20in%20myairlease.com",+1 310 652 0296,SAAB 340B,1992,329,OR,CT7-9B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20324%20listed%20in%20myairlease.com",+1 310 652 0296,SAAB 340B,1992,324,OR,CT7-9B,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Jet Midwest, http://www.myairlease.com/available/jet_midwest","Mr. K. Lee, mailto:kevin.lee@jetmidwest.com?Subject=Query%20for%20MSN%20219%20listed%20in%20myairlease.com",+1 310 652 0296,SAAB 340BF,1990,219,OR,CT7-9B,Freighter,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20339%20listed%20in%20myairlease.com",+1 336 682 5441,SAAB 340B,1993,339,36873/45751,CT7-9B,0/0/34,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20294%20listed%20in%20myairlease.com",+1 336 682 5441,SAAB 340B,1993,294,39870/45093,CT7-9B(ECMP),0/0/34,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20310%20listed%20in%20myairlease.com",+44 1753 832088,SAAB 340B,1992,310,32513/29122,CT7-5A2,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20164%20listed%20in%20myairlease.com",+44 1753 832088,SAAB 340B,1989,164,OR,CT7-5A2,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20150%20listed%20in%20myairlease.com",+44 1753 832088,SAAB 340A,1989,150,49279/52468,CT7-5A2,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%20126%20listed%20in%20myairlease.com",+44 1753 832088,SAAB 340A,1988,126,OR,CT7-5A2,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"SkyWorld Aviation, http://www.myairlease.com/available/skyworld_aviation","Mrs. J. Hewitt, mailto:juliet@skyworld.co.uk?Subject=Query%20for%20MSN%2083%20listed%20in%20myairlease.com",+44 1753 832088,SAAB 340A,1987,083,OR,CT7-5A2,Freighter,S,1605,IMM
"Aircraft, (Jets and Turboprops)",SAAB,"Thomas Aviation Services, http://www.myairlease.com/available/thomas_aviation_services","Mr. M. Agnew, mailto:agnew@thomasaviation.net?Subject=Query%20for%20MSN%20289%20listed%20in%20myairlease.com",+1 202 364 2775,SAAB 340B,1992,289,OR,CT7-9B,OR,S,1605,IMM
"Aircraft, (Jets and Turboprops)",Short,"Propliner Aviation, http://www.myairlease.com/available/propliner_aviation","Mr. A. Dyer, mailto:ldyer@assetconversions.com?Subject=Query%20for%20MSN%203101%20listed%20in%20myairlease.com",+1 404 644 1516,Short 330,1985,3101,10329/14660,PT6A-45R,OR,OL/S,1603,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"AvMax Aircraft Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20521%20listed%20in%20myairlease.com",+44 7900 411203,DHC6-300,1997,521,34900/31200,PT6A-27,0/0/19,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"AvMax Aircraft Aircraft Leasing, http://www.myairlease.com/available/avmax","Mr. A. Cunningham, mailto:andrew.cunningham@avmax.com?Subject=Query%20for%20MSN%20320%20listed%20in%20myairlease.com",+44 7900 411203,DHC6-300,1971,320,31300/23800,PT6A-27,0/0/19,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"CAAMS Leasing, http://www.myairlease.com/available/caams","Mr. M. Clyne, mailto:info@caamsllc.com?Subject=Query%20for%20MSN%20857%20listed%20in%20myairlease.com",+1 561 308 5926,DHC6-400,2012,857,350/540,PT6A-34,0/0/15,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"CAAMS Leasing, http://www.myairlease.com/available/caams","Mr. M. Clyne, mailto:info@caamsllc.com?Subject=Query%20for%20MSN%20831%20listed%20in%20myairlease.com",+1 561 308 5926,DHC6-300,1986,831,15497/15501,PT6A-34,0/0/19,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"CAAMS Leasing, http://www.myairlease.com/available/caams","Mr. M. Clyne, mailto:info@caamsllc.com?Subject=Query%20for%20MSN%20524%20listed%20in%20myairlease.com",+1 561 308 5926,DHC6-300,1977,524,28110/54843,PT6A-27,0/0/17,OL/S,1605,IMM
"Aircraft, (Jets and Turboprops)",Viking Air,"Potomac Aviation, http://www.myairlease.com/available/potomac_aviation","Mr. M. Adams, mailto:michael.adams@potomacaviation.net?Subject=Query%20for%20MSN%20532%20listed%20in%20myairlease.com",+1 336 682 5441,DHC6-300,1977,532,50189/84869,PT6A-27,0/0/19,S,1605,IMM
